               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.017558,            0.012906,                   0,             0.88696,             0.74283,             0.83737,             0.69947,            0.032547,             0.01788,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.017078,            0.013218,                   0,             0.84319,             0.79543,             0.84242,             0.69714,            0.032336,            0.017284,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.018367,             0.01261,                   0,             0.83071,             0.78107,             0.83924,             0.68983,            0.031814,            0.017684,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.017216,            0.012679,                   0,             0.87782,             0.72781,             0.82939,             0.67666,            0.032116,            0.017546,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.017013,            0.012485,                   0,             0.82218,             0.71134,             0.77069,             0.64023,            0.033784,            0.018931,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.017409,            0.013211,                   0,             0.87528,             0.71598,             0.81886,             0.66551,            0.032216,            0.017496,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.016742,            0.012962,                   0,             0.86701,             0.74556,             0.82921,              0.6855,            0.031862,            0.017833,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.016589,            0.012457,                   0,             0.89187,             0.70414,             0.82593,             0.68764,             0.03224,            0.018267,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.016747,            0.012751,                   0,             0.83686,             0.72846,             0.82251,             0.68368,            0.032392,            0.018896,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.017026,             0.01269,                   0,             0.83931,             0.76331,             0.82854,             0.69926,            0.032185,            0.018192,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.016631,            0.011827,                   0,             0.83361,             0.75148,             0.81839,             0.68762,            0.032419,            0.018626,                   0,            0.004786,            0.004786,            0.004786
                 160,             0.01647,            0.012526,                   0,             0.87896,             0.69822,             0.81807,              0.6843,            0.032096,            0.018307,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.017022,            0.013208,                   0,             0.83759,              0.7629,             0.81875,             0.68769,            0.031628,            0.017656,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.016647,            0.012686,                   0,             0.84253,             0.79147,             0.82479,              0.6867,            0.031919,            0.017371,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.016704,            0.012765,                   0,             0.87282,             0.71006,             0.82113,             0.68236,            0.032434,            0.018345,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.016605,            0.012851,                   0,             0.89747,             0.72781,             0.83021,             0.68925,            0.031691,            0.017155,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.017029,            0.012121,                   0,              0.8624,             0.77515,             0.83808,             0.70941,            0.030698,            0.017089,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.016794,            0.012126,                   0,             0.85762,             0.74848,             0.83676,             0.69327,            0.031413,            0.017932,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.016144,            0.011867,                   0,             0.87477,             0.74403,             0.83158,             0.69618,            0.031564,            0.018247,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.016441,            0.012504,                   0,             0.84238,             0.75896,             0.81901,             0.67699,            0.031977,            0.019495,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.015539,            0.012162,                   0,             0.84419,              0.7574,             0.83273,             0.68669,            0.032272,            0.018534,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.016407,            0.011534,                   0,             0.84627,             0.78176,             0.84485,             0.69676,            0.031991,            0.017704,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.015935,            0.012779,                   0,             0.84826,             0.76078,             0.83346,             0.68035,            0.032244,            0.018041,                   0,             0.00439,             0.00439,             0.00439
                 172,             0.01537,            0.011594,                   0,             0.83864,             0.75148,             0.80831,              0.6715,            0.032036,            0.018082,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.016277,            0.013265,                   0,             0.84672,             0.75148,             0.82377,             0.69715,            0.031939,            0.017733,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.016028,            0.012072,                   0,             0.89182,             0.53661,             0.70092,             0.55264,            0.036288,            0.023942,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.015621,            0.012015,                   0,             0.88504,             0.71598,             0.83924,             0.70742,             0.03196,            0.017321,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.016092,            0.012239,                   0,             0.85553,              0.7574,             0.83724,             0.70893,            0.031746,            0.017598,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.016199,            0.011925,                   0,             0.84663,             0.76331,             0.82985,             0.68566,             0.03228,            0.017827,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.016179,            0.011885,                   0,             0.84652,              0.7929,             0.81431,             0.66849,            0.032668,            0.017407,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.016059,            0.012259,                   0,             0.82753,             0.79495,             0.82846,              0.6844,            0.032598,            0.017104,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.015544,            0.011485,                   0,             0.90627,             0.74378,             0.84277,             0.69406,             0.03323,            0.017204,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.016926,            0.012796,                   0,             0.83762,             0.79882,             0.83963,             0.69135,            0.033625,            0.017033,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.015802,             0.01197,                   0,             0.89831,             0.73184,             0.83709,             0.67995,            0.033792,            0.017154,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.015632,            0.012006,                   0,             0.84385,             0.80473,             0.84286,             0.70246,            0.032377,            0.016183,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.015276,            0.011794,                   0,             0.85495,             0.76728,             0.83995,             0.69252,            0.033094,            0.017095,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.015333,            0.012233,                   0,             0.82191,              0.6281,             0.73583,              0.6003,            0.034329,            0.021526,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.015096,            0.011626,                   0,             0.84929,             0.69822,               0.822,             0.67834,             0.03311,            0.018843,                   0,            0.003895,            0.003895,            0.003895
                 187,             0.01544,            0.011838,                   0,             0.83294,             0.70806,             0.81374,             0.67928,            0.032686,            0.018949,                   0,            0.003862,            0.003862,            0.003862
                 188,             0.01506,            0.012455,                   0,             0.83364,             0.74127,             0.81898,             0.65723,            0.033811,            0.017647,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.015009,            0.010956,                   0,             0.82789,              0.7685,             0.84233,             0.69369,            0.033304,            0.017916,                   0,            0.003796,            0.003796,            0.003796
                 190,             0.01544,            0.011279,                   0,             0.83986,              0.7448,             0.82725,             0.67703,            0.033872,            0.018679,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.01547,            0.011514,                   0,             0.82662,             0.76168,             0.81959,             0.67421,            0.032598,            0.018746,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.014834,            0.012392,                   0,             0.82986,             0.77928,             0.83085,             0.68475,            0.032383,             0.01817,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.014691,            0.011762,                   0,             0.85041,              0.7929,             0.83795,             0.68901,            0.032303,            0.017654,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.01551,            0.011276,                   0,             0.86034,             0.76549,             0.84873,             0.70117,            0.032879,            0.018281,                   0,            0.003631,            0.003631,            0.003631
                 195,             0.01565,            0.011731,                   0,             0.87868,              0.7929,             0.83069,             0.68599,            0.032496,            0.017286,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.014895,            0.011424,                   0,             0.83594,             0.75378,             0.83162,             0.68353,            0.033995,             0.01878,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.014784,            0.012013,                   0,             0.84016,             0.80473,              0.8408,             0.68702,            0.032702,            0.017863,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.014347,            0.011605,                   0,              0.8304,             0.78226,             0.83541,             0.68887,            0.033199,            0.017994,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.015056,            0.010932,                   0,             0.85702,              0.7574,             0.78571,              0.6489,            0.034247,             0.01928,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.015219,            0.010661,                   0,             0.87587,             0.71598,             0.82597,             0.67873,            0.033536,            0.019206,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.014693,            0.010874,                   0,             0.87602,             0.72189,             0.82194,             0.67869,            0.034199,            0.018846,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.014504,            0.011161,                   0,             0.85527,             0.75148,             0.83016,             0.68991,            0.032563,            0.018668,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.015051,            0.011077,                   0,              0.8758,              0.7093,             0.82243,             0.68596,             0.03184,            0.019496,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.014617,            0.010989,                   0,             0.87019,             0.71598,             0.82446,             0.67279,            0.033817,            0.019717,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.015019,            0.010695,                   0,             0.87229,             0.72748,             0.83704,             0.68804,            0.032235,            0.018857,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.014294,            0.011082,                   0,             0.83906,             0.74556,             0.83254,             0.69202,             0.03177,            0.019088,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.014301,            0.011279,                   0,             0.83406,             0.74355,             0.83825,             0.70318,            0.031739,            0.018815,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.014618,            0.011231,                   0,             0.83754,             0.76331,             0.84502,             0.70601,            0.031798,            0.018553,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.014987,            0.010668,                   0,             0.84962,             0.76891,             0.84338,              0.7018,            0.032226,            0.018324,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.014974,            0.011112,                   0,             0.88049,             0.72189,             0.83649,             0.69924,            0.033188,            0.018925,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.014026,            0.011003,                   0,             0.85039,             0.75148,             0.83336,                 0.7,            0.032319,             0.01937,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.014777,            0.011321,                   0,             0.84625,             0.73964,              0.8358,             0.69439,            0.032042,            0.019079,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.014299,            0.010734,                   0,             0.84584,             0.74556,             0.84174,             0.71657,            0.031349,            0.018831,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.014139,            0.011458,                   0,             0.85871,             0.75523,             0.82963,             0.69763,             0.03189,            0.018942,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.014255,            0.010682,                   0,             0.82906,             0.75148,             0.83931,               0.707,            0.032194,            0.018512,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.014595,            0.011005,                   0,             0.84185,             0.75148,             0.85093,             0.70172,            0.032936,            0.018476,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.014057,            0.010506,                   0,             0.82356,             0.77335,             0.83527,              0.7068,            0.032232,            0.018571,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.014448,            0.011445,                   0,             0.87323,             0.65216,             0.79848,             0.65602,            0.034861,            0.020675,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.014271,            0.010949,                   0,             0.81267,             0.77008,             0.82387,             0.69477,            0.032593,            0.018509,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.013764,            0.010217,                   0,             0.85926,             0.73373,             0.83918,             0.70516,            0.032563,            0.018315,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.013967,            0.010071,                   0,             0.84632,             0.74951,             0.82264,             0.67906,            0.033296,            0.018461,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.013292,            0.011429,                   0,             0.84599,             0.77515,             0.82532,              0.6857,            0.033237,            0.017807,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.013483,            0.010524,                   0,             0.84444,             0.77089,             0.83234,             0.69878,            0.032978,            0.017957,                   0,            0.002674,            0.002674,            0.002674
                 224,             0.01369,            0.010603,                   0,             0.83743,             0.77515,             0.83142,             0.69559,            0.033467,            0.018029,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.013847,            0.010166,                   0,             0.85029,               0.773,             0.84063,             0.70607,            0.033727,            0.018047,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.014071,            0.010951,                   0,             0.88603,             0.69005,             0.76204,             0.63691,            0.035187,            0.019804,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.014006,            0.010398,                   0,             0.88245,             0.75518,             0.78683,             0.65634,            0.033078,            0.017779,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.013206,            0.010037,                   0,             0.83343,             0.73964,             0.84136,             0.70579,            0.032765,            0.018367,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.014248,            0.010595,                   0,             0.84209,             0.75732,             0.84741,             0.71772,            0.032426,            0.018555,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.013945,            0.010665,                   0,             0.84609,             0.78069,               0.848,             0.71238,            0.032758,            0.018782,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.013101,           0.0099885,                   0,             0.84214,             0.74556,             0.84356,             0.70453,            0.033791,             0.01929,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.013633,           0.0097475,                   0,             0.83098,             0.76331,             0.84559,             0.71117,            0.033038,            0.018662,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.013708,            0.010463,                   0,             0.83815,             0.73542,             0.84682,             0.71882,            0.032512,             0.01828,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.013502,            0.010111,                   0,             0.82465,              0.7574,             0.84934,             0.70996,            0.032341,            0.018796,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.013348,            0.010294,                   0,             0.87191,             0.73373,             0.84296,             0.70593,            0.032736,            0.018494,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.013139,            0.010224,                   0,             0.84667,             0.77515,             0.85094,             0.71041,            0.032426,            0.018417,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.013221,            0.010326,                   0,             0.84601,             0.78019,             0.84155,              0.7068,            0.032469,            0.018253,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.013247,            0.010139,                   0,              0.8558,             0.77515,             0.84443,             0.70287,            0.032962,            0.018508,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.012803,            0.009983,                   0,             0.85942,             0.75966,             0.84498,             0.71004,            0.032769,            0.018193,                   0,            0.002146,            0.002146,            0.002146
                 240,             0.01356,            0.010061,                   0,             0.84959,             0.76874,             0.84578,             0.70753,            0.033512,            0.018511,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.013497,            0.010402,                   0,             0.88656,             0.74556,             0.84093,             0.69189,            0.033721,            0.018769,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.013921,            0.010756,                   0,             0.84533,             0.76923,             0.85178,             0.71039,            0.032653,            0.018474,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.012729,           0.0097072,                   0,             0.89766,             0.72662,             0.84842,             0.70702,            0.033056,            0.018712,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.012768,           0.0097822,                   0,             0.85772,             0.76923,             0.83784,              0.6905,            0.032581,            0.018957,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.013392,           0.0095978,                   0,             0.84489,             0.76923,             0.84726,             0.69982,            0.033031,            0.019157,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.013169,            0.010039,                   0,             0.84895,             0.76492,             0.85149,             0.70989,            0.033026,            0.019302,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.012615,            0.010204,                   0,             0.82513,             0.78107,             0.84557,             0.70972,            0.033019,             0.01939,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.013057,           0.0097594,                   0,             0.84525,             0.76923,             0.84173,              0.7056,            0.032712,            0.018833,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.012716,            0.010391,                   0,             0.83734,             0.77515,             0.83787,             0.69702,             0.03323,            0.018946,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.012676,           0.0091295,                   0,             0.84108,             0.78107,             0.83994,             0.70099,            0.032837,            0.018184,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.012623,           0.0099172,                   0,             0.83811,             0.76923,             0.84556,             0.71134,            0.032758,            0.018642,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.012431,           0.0098136,                   0,             0.84302,             0.76266,             0.84482,             0.70971,            0.033088,            0.019205,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.012567,            0.010273,                   0,             0.84025,             0.75148,             0.84466,             0.71094,            0.033487,            0.019411,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.012877,           0.0092307,                   0,             0.86197,              0.7574,             0.81783,             0.68433,            0.033058,            0.019076,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.012375,            0.009429,                   0,             0.84666,             0.75143,             0.83825,               0.702,            0.033196,            0.019356,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.012415,            0.009735,                   0,             0.85009,             0.77173,             0.83182,             0.69679,            0.032954,            0.019159,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.013057,           0.0099855,                   0,             0.84965,             0.76908,             0.84043,             0.69607,            0.033062,            0.018821,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.012332,           0.0098059,                   0,             0.83329,             0.76331,             0.83955,             0.70044,            0.033189,            0.018823,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.013004,           0.0097028,                   0,             0.83251,             0.76469,             0.83488,             0.69672,            0.033085,            0.018994,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.012381,            0.009747,                   0,             0.81977,             0.75361,              0.8262,             0.70331,            0.033042,             0.01884,                   0,            0.001453,            0.001453,            0.001453
                 261,             0.01266,           0.0095905,                   0,             0.84265,             0.76923,             0.82769,               0.697,            0.033311,            0.018528,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.013195,           0.0096779,                   0,             0.83272,             0.76923,             0.83444,              0.7033,            0.033262,             0.01873,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.011649,           0.0091622,                   0,             0.83292,             0.76331,             0.82886,              0.7034,            0.032801,            0.018708,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.012991,           0.0089459,                   0,             0.83615,             0.75492,             0.83381,             0.69862,            0.032676,            0.019026,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.011697,           0.0093085,                   0,             0.84271,             0.74556,             0.83508,             0.70082,            0.032981,            0.019395,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.012606,            0.010302,                   0,             0.83923,             0.75148,             0.83395,              0.6977,            0.033061,            0.019625,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.012276,           0.0096356,                   0,             0.84675,             0.76923,             0.83821,             0.70459,            0.033194,            0.019239,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.012142,           0.0090801,                   0,             0.84139,             0.76923,             0.84484,             0.71324,            0.033044,            0.018928,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.013046,           0.0092528,                   0,             0.83956,              0.7741,             0.84224,             0.70263,            0.032967,             0.01883,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.011757,           0.0091163,                   0,             0.85021,             0.77251,              0.8439,             0.70795,            0.033244,            0.018844,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.012014,           0.0086924,                   0,             0.84355,              0.7574,             0.84869,             0.71358,            0.033409,            0.018775,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.012219,           0.0089202,                   0,              0.8482,             0.76043,             0.84319,             0.70391,            0.033632,            0.019442,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.012038,           0.0099637,                   0,             0.84936,             0.76735,             0.84573,             0.70695,            0.033157,            0.019532,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.012176,           0.0098696,                   0,             0.83833,              0.7671,             0.84778,             0.71405,            0.032913,            0.019566,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.012337,            0.009173,                   0,             0.83645,              0.7868,             0.84761,             0.71607,            0.033054,            0.019396,                   0,            0.000958,            0.000958,            0.000958
                 276,             0.01224,           0.0088831,                   0,             0.84385,             0.76746,             0.85522,             0.72702,            0.033268,            0.018867,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.011685,           0.0094108,                   0,             0.83515,             0.77942,              0.8548,             0.72558,            0.032492,            0.018873,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.011819,            0.009198,                   0,             0.84707,             0.78698,             0.85452,             0.72384,             0.03239,             0.01883,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.011862,           0.0096949,                   0,             0.83887,             0.78107,             0.84828,             0.71542,            0.032065,              0.0188,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.011929,            0.010202,                   0,             0.84264,             0.76048,             0.85561,             0.72575,            0.032511,            0.018656,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.012305,           0.0094385,                   0,             0.83483,             0.77515,             0.85402,             0.72432,            0.032107,            0.018589,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.011862,           0.0092801,                   0,             0.84034,             0.77515,             0.85189,             0.72297,            0.032448,            0.018223,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.012004,           0.0090419,                   0,              0.8536,             0.75899,             0.86002,             0.72857,            0.032889,            0.018433,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.012513,           0.0095766,                   0,             0.84394,             0.77515,             0.85523,             0.72017,            0.032489,            0.018744,                   0,            0.000661,            0.000661,            0.000661
                 285,             0.01133,           0.0088934,                   0,             0.84753,             0.75652,             0.84853,             0.71393,            0.032548,            0.018974,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.011665,           0.0092799,                   0,             0.84686,             0.75262,             0.85201,             0.71683,            0.032586,             0.01906,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.011556,           0.0090464,                   0,             0.84782,             0.75821,             0.85222,              0.7172,            0.032373,            0.019166,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.011297,           0.0093977,                   0,             0.84628,             0.76331,             0.85601,             0.72133,            0.032361,            0.019076,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.011411,           0.0087006,                   0,             0.84856,             0.76257,             0.85396,             0.72592,            0.032272,            0.019054,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.010778,           0.0087624,                   0,             0.84748,             0.75624,             0.85514,             0.72155,            0.032314,            0.019112,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.011745,           0.0088731,                   0,             0.84243,             0.75148,              0.8525,             0.71995,            0.032634,            0.019201,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.011284,           0.0085523,                   0,             0.84373,             0.76678,             0.85008,             0.71523,            0.032733,            0.019216,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.011334,           0.0085575,                   0,             0.84268,             0.76068,             0.85115,             0.71875,             0.03272,            0.019318,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.010683,           0.0093458,                   0,             0.84073,              0.7574,             0.85223,             0.72334,            0.032608,            0.019305,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.011211,           0.0088639,                   0,             0.83917,              0.7574,              0.8516,             0.72041,            0.032517,            0.019295,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.011784,           0.0089933,                   0,             0.83694,              0.7593,             0.85251,             0.72031,            0.032369,            0.019302,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.011088,           0.0087334,                   0,             0.84666,             0.75142,             0.85228,             0.72308,            0.032352,            0.019171,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.010756,           0.0088486,                   0,             0.84347,             0.75148,             0.85324,             0.72169,             0.03237,            0.019318,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.011378,           0.0086632,                   0,             0.84353,             0.75148,             0.85254,             0.71624,            0.032369,            0.019377,                   0,            0.000166,            0.000166,            0.000166
